sku_or_id,title,brand,category,price,availability,availability_bucket,n_images,desc_len,source_url,image_url
102119902,37-Key Melodica Wind Instrument for Beginner Training,,General Merchandise,556,Ships in 14 - 16 work days,Lead time (imported),5,703,https://www.takealot.com/37-key-melodica-wind-instrument-for-beginner-training/PLID102119902,https://media.takealot.com/covers_images/81fc42a1906d46ba9d8f626a9af23c52/s-pdpxl.file
102005448,Comfortable Sponge Replacement Headphone Pads Compatible with Studio 2.0,,Electronics,291,Supplier out of stock,Other,9,717,https://www.takealot.com/comfortable-sponge-replacement-headphone-pads-compatible-with-st/PLID102005448,https://media.takealot.com/covers_images/fa23ab564b164a718c697307c4ca9da6/s-pdpxl.file
102109163,Portable Dual Line Handheld Sewing Machine 110-240V,,Home & Kitchen,802,Ships in 14 - 16 work days,Lead time (imported),5,786,https://www.takealot.com/portable-dual-line-handheld-sewing-machine-110-240v/PLID102109163,https://media.takealot.com/covers_images/6419b4d0e2c9473eb1086107b53f73ae/s-pdpxl.file
99961350,Shockproof Flip Case Cover Compatible with iPad Air 11 Inch Case M3 / M2,,General Merchandise,206,Ships in 14 - 16 work days,Lead time (imported),7,1010,https://www.takealot.com/shockproof-flip-case-cover-compatible-with-ipad-air-11-inch-case/PLID99961350,https://media.takealot.com/covers_images/0da4d625c0aa497382f558b039dd1f20/s-pdpxl.file
102119905,ABS 32 Key Melodica Kit for Beginner Music Training,,General Merchandise,452,Ships in 14 - 16 work days,Lead time (imported),5,728,https://www.takealot.com/abs-32-key-melodica-kit-for-beginner-music-training/PLID102119905,https://media.takealot.com/covers_images/eef86cb5c9494de9a84c8cfc70433225/s-pdpxl.file
101825696,"4 Terminal Bus Bar, M8 Screw Power Distribution Block for Auto",,Toys & Games,389,Ships in 14 - 16 work days,Lead time (imported),5,745,https://www.takealot.com/4-terminal-bus-bar-m8-screw-power-distribution-block-for-auto/PLID101825696,https://media.takealot.com/covers_images/a5b749c839454f43bb45a2059ee0b05c/s-pdpxl.file
102108790,Kalimba 17 Keys Portable Thumb Piano Set,,Home & Kitchen,530,Ships in 14 - 16 work days,Lead time (imported),5,1383,https://www.takealot.com/kalimba-17-keys-portable-thumb-piano-set/PLID102108790,https://media.takealot.com/covers_images/fdc18855f61d4f1d9622a7b270c1d370/s-pdpxl.file
100955581,4 Door 3 Shelf High Cabinet,,Home & Kitchen,4498,Ships in 4 - 6 work days,Lead time (imported),5,310,https://www.takealot.com/4-door-3-shelf-high-cabinet/PLID100955581,https://media.takealot.com/covers_images/7fc107496e87494b812b287bcf349e79/s-pdpxl.file
93155660,Tool DIY Multi-Function Flexible Four Claw Pick Up Tool & LED Torch 62.5 cm,,Tools & DIY,395,Ships in 4 - 6 work days,Lead time (imported),5,1422,https://www.takealot.com/tool-diy-multi-function-flexible-four-claw-pick-up-tool-led-torc/PLID93155660,https://media.takealot.com/covers_images/257aee26ff8c4a29a109b80c8c5e0ddd/s-pdpxl.file
102202715,"Lenovo ThinkPad E16 Gen 3 16"" WUXGA Laptop - Ultra 7 256V, 16GB, 512GB SSD",Lenovo,Electronics,27689,Ships in 3 - 5 work days,Lead time (imported),5,4960,https://www.takealot.com/lenovo-thinkpad-e16-gen-3-16-wuxga-laptop-ultra-7-256v-16gb-512g/PLID102202715,https://media.takealot.com/covers_images/a7f6c1346f0543db902151a649a3d8a1/s-pdpxl.file
95283099,Hikvision DS-2CE18D0T-LFS 2.8mm,Hikvision,General Merchandise,629,In stock,In stock (fast),6,689,https://www.takealot.com/hikvision-ds-2ce18d0t-lfs-2-8mm/PLID95283099,https://media.takealot.com/covers_images/8f37f983f2424404aa5300bb967703e8/s-pdpxl.file
101699565,Chinese-style Decorative Handmade Umbrella,,Home & Kitchen,430,Ships in 14 - 16 work days,Lead time (imported),6,1429,https://www.takealot.com/chinese-style-decorative-handmade-umbrella/PLID101699565,https://media.takealot.com/covers_images/de3369c97b99439bb5a3d5b5116adfda/s-pdpxl.file
101115681,"Day & Night Vision Binoculars: 10x Optical Zoom, 800m Range, 4K WiFi.",,General Merchandise,753,Ships in 14 - 16 work days,Lead time (imported),8,1710,https://www.takealot.com/day-night-vision-binoculars-10x-optical-zoom-800m-range-4k-wifi/PLID101115681,https://media.takealot.com/covers_images/690407d130ce4645916300a8cfa743dc/s-pdpxl.file
100757608,SORBO Vintage Outdoor Hanging Lantern - Waterproof Portable Camping Light,,Home & Kitchen,520,,No live offer,6,1348,https://www.takealot.com/sorbo-vintage-outdoor-hanging-lantern-waterproof-portable-campin/PLID100757608,https://media.takealot.com/covers_images/83c39dc207bc43a9942ac395298202e4/s-pdpxl.file
99146155,"Vinyl,12 inch x 50 FT Adhesive Vinyl Roll,Outdoor Permanent Vinyl",,General Merchandise,427,Ships in 14 - 16 work days,Lead time (imported),7,1370,https://www.takealot.com/vinyl-12-inch-x-50-ft-adhesive-vinyl-roll-outdoor-permanent-viny/PLID99146155,https://media.takealot.com/covers_images/4df739af53bd47a2974c44a178fa9780/s-pdpxl.file
92567620,Horus 4 Leg Dining Table,,Home & Kitchen,1295,Ships in 5 - 7 work days,Lead time (imported),3,286,https://www.takealot.com/horus-4-leg-dining-table/PLID92567620,https://media.takealot.com/covers_images/0bfe8c22bbcb4eec9ab8d1534cce2848/s-pdpxl.file
91244251,5 Piece Glass Table and Grey Wooden Leg Chairs,,Home & Kitchen,2170,Ships in 5 - 7 work days,Lead time (imported),3,690,https://www.takealot.com/5-piece-glass-table-and-grey-wooden-leg-chairs/PLID91244251,https://media.takealot.com/covers_images/45554a65d2714f1a9a3eeb14a172bd8e/s-pdpxl.file
101918755,Light Wood 400ml Onion Aroma Humidifier 7-Color,,Home & Kitchen,534,Ships in 14 - 16 work days,Lead time (imported),9,351,https://www.takealot.com/light-wood-400ml-onion-aroma-humidifier-7-color/PLID101918755,https://media.takealot.com/covers_images/92d3b53a2d534879829bfd899aa9b642/s-pdpxl.file
91289554,Orbit - Pop-Up Gear Sprinkler Voyager Packed,Orbit,Stationery & Office,515,Ships in 4 - 6 work days,Lead time (imported),1,111,https://www.takealot.com/orbit-pop-up-gear-sprinkler-voyager-packed/PLID91289554,https://media.takealot.com/covers_images/1ce6f7e2421b4e939ecae5d0345d7b72/s-pdpxl.file
73867111,Padded Seat Wooden Leg Dining Chairs - Pack of Six - White Colour,,Home & Kitchen,3109,Ships in 5 - 7 work days,Lead time (imported),2,1012,https://www.takealot.com/padded-seat-wooden-leg-dining-chairs-pack-of-six-white-colour/PLID73867111,https://media.takealot.com/covers_images/1925a8de004a4429904988bb943eeb84/s-pdpxl.file
73507484,3 Piece Table and Wooden Leg Chairs,,Home & Kitchen,1999,,No live offer,5,212,https://www.takealot.com/3-piece-table-and-wooden-leg-chairs/PLID73507484,https://media.takealot.com/covers_images/d5e037b5494847eb904e0ffbaf9ffdc3/s-pdpxl.file
101461119,Dash Cam Mount Replacement Rear View Mirror Bracket Holder Compatible with,,Automotive,309,Ships in 14 - 16 work days,Lead time (imported),9,592,https://www.takealot.com/dash-cam-mount-replacement-rear-view-mirror-bracket-holder-compa/PLID101461119,https://media.takealot.com/covers_images/6f7702596864444fbee81defe0e9d151/s-pdpxl.file
95730949,Moissanite Diamond 18K White Gold Plated 925 Sterling Silver Wedding Ring,,Home & Kitchen,525,,No live offer,8,3025,https://www.takealot.com/moissanite-diamond-18k-white-gold-plated-925-sterling-silver-wed/PLID95730949,https://media.takealot.com/covers_images/af3447a2ad8b420ab7889578565509ba/s-pdpxl.file
91298025,Wirquin - Jollyflex Short 110mm 130 - 280mm & Fins,Wirquin,General Merchandise,741,Ships in 4 - 6 work days,Lead time (imported),1,123,https://www.takealot.com/wirquin-jollyflex-short-110mm-130-280mm-fins/PLID91298025,https://media.takealot.com/covers_images/949a936203614bc1a4af604eb53dd8c5/s-pdpxl.file
101915082,Leakproof 4-Way Hose Splitter for Garden Irrigation,,General Merchandise,295,Ships in 5 - 7 work days,Lead time (imported),5,737,https://www.takealot.com/leakproof-4-way-hose-splitter-for-garden-irrigation/PLID101915082,https://media.takealot.com/covers_images/0b31503c68b74b43aa336611ea35bb54/s-pdpxl.file
93643619,"Giada VM27 with N6210 4G DDR4 on board, 64G EMMC on board",Giada,General Merchandise,7457,Ships in 5 - 7 work days,Lead time (imported),3,2755,https://www.takealot.com/giada-vm27-with-n6210-4g-ddr4-on-board-64g-emmc-on-board/PLID93643619,https://media.takealot.com/covers_images/51bcc93a28d645c5ae413de4ec9c33fd/s-pdpxl.file
95140598,Sea Moss (100% Pure & Highest Quality),The Herbalist,General Merchandise,159,,No live offer,4,1144,https://www.takealot.com/sea-moss-100-pure-highest-quality/PLID95140598,https://media.takealot.com/covers_images/e3889de1106542d0a2eb4daedcc02709/s-pdpxl.file
100741268,Rotating White Plastic Pen Holder 122mm x 219mm Desktop Brush Organizer,,Stationery & Office,380,Ships in 14 - 16 work days,Lead time (imported),5,288,https://www.takealot.com/rotating-white-plastic-pen-holder-122mm-x-219mm-desktop-brush-or/PLID100741268,https://media.takealot.com/covers_images/1a7abfa3da614a04bc910939f0dca167/s-pdpxl.file
101046419,Contax CY to Z adapter compatible,,Electronics,424,Ships in 14 - 16 work days,Lead time (imported),5,1432,https://www.takealot.com/contax-cy-to-z-adapter-compatible/PLID101046419,https://media.takealot.com/covers_images/dfb99a4e6194483794b4ba1620859222/s-pdpxl.file
100614963,Water Bottle Sports Water Bottle - 2000ML,,Home & Kitchen,184,,No live offer,9,293,https://www.takealot.com/water-bottle-sports-water-bottle-2000ml/PLID100614963,https://media.takealot.com/covers_images/6c4c5790a33f49a494defd14b7696f29/s-pdpxl.file
94446246,Homefront Silver Console Table - Rectangular Clear Tempered Glass Top,,Home & Kitchen,4595,Ships in 5 - 7 work days,Lead time (imported),7,803,https://www.takealot.com/homefront-silver-console-table-rectangular-clear-tempered-glass-/PLID94446246,https://media.takealot.com/covers_images/4836b3dacc22438dae9fbac93e82e7ec/s-pdpxl.file
102116298,3pcs Solar Vent Fan Car Cooling Solar Power Fan Car Exhaust New Double,,Automotive,484,Ships in 14 - 16 work days,Lead time (imported),9,703,https://www.takealot.com/3pcs-solar-vent-fan-car-cooling-solar-power-fan-car-exhaust-new-/PLID102116298,https://media.takealot.com/covers_images/c9b8bf5d43b74cd9b78fdd05bf7a5987/s-pdpxl.file
101174960,"Lenovo V15 G5 IRL Laptop 15.6"" FHD Intel Core i3-1315U 8GB RAM",Lenovo,Electronics,11995,Ships in 4 - 6 work days,Lead time (imported),5,1667,https://www.takealot.com/lenovo-v15-g5-irl-laptop-15-6-fhd-intel-core-i3-1315u-8gb-ram/PLID101174960,https://media.takealot.com/covers_images/eb2520bb49894b10b7006a7d548258f0/s-pdpxl.file
100883284,Pet Plush Chew Toy with Squeaker Durable Safe,,Toys & Games,249,,No live offer,15,341,https://www.takealot.com/pet-plush-chew-toy-with-squeaker-durable-safe/PLID100883284,https://media.takealot.com/covers_images/75782bddefe34e74a97203db4b557afe/s-pdpxl.file
91472987,Eames Dining Room Table - Grey,,Home & Kitchen,1395,Ships in 5 - 7 work days,Lead time (imported),1,578,https://www.takealot.com/eames-dining-room-table-grey/PLID91472987,https://media.takealot.com/covers_images/f013b977262a4c26a30ec43359e8a566/s-pdpxl.file
94447660,OWC Mac 32GB 2666Mhz DDR4 SODIMM Memory,OWC,General Merchandise,5423,Ships in 5 - 7 work days,Lead time (imported),1,1080,https://www.takealot.com/owc-mac-32gb-2666mhz-ddr4-sodimm-memory/PLID94447660,https://media.takealot.com/covers_images/6ff29bba37fa40c0bff0769ed60fc08e/s-pdpxl.file
101550736,360 Swivel Labor-Saving Scissor Jack Ratchet Wrench Car Tire Tool,,Automotive,300,Ships in 14 - 16 work days,Lead time (imported),7,720,https://www.takealot.com/360-swivel-labor-saving-scissor-jack-ratchet-wrench-car-tire-too/PLID101550736,https://media.takealot.com/covers_images/4db5a642fc2e43648341dea3669332f4/s-pdpxl.file
91224461,Bullet Hinge 70X16 Each Packed - 4 Pack,,General Merchandise,191,Ships in 4 - 6 work days,Lead time (imported),1,83,https://www.takealot.com/bullet-hinge-70x16-each-packed-4-pack/PLID91224461,https://media.takealot.com/covers_images/68ccdd4623814d21bd5efd239b8117ee/s-pdpxl.file
90991192,1000W Power Inverter 12V,,General Merchandise,999,Ships in 4 - 6 work days,Lead time (imported),3,848,https://www.takealot.com/1000w-power-inverter-12v/PLID90991192,https://media.takealot.com/covers_images/38f27a388457499b82e286bf44f94173/s-pdpxl.file
71779557,Wimbledon Resin Folding Chair 4 Piece,,Home & Kitchen,1997,Ships in 5 - 7 work days,Lead time (imported),1,208,https://www.takealot.com/wimbledon-resin-folding-chair-4-piece/PLID71779557,https://media.takealot.com/covers_images/7dc0225a4bc946d2a7f5e7a8c973a6c0/s-pdpxl.file
90530574,3 Piece Warm Soft Velvet Fitted Sheet King size,,General Merchandise,302,,No live offer,9,811,https://www.takealot.com/3-piece-warm-soft-velvet-fitted-sheet-king-size/PLID90530574,https://media.takealot.com/covers_images/22b75db90ff74048a28040da89ec5209/s-pdpxl.file
94767390,Rhinestone Lingerie Set,,General Merchandise,491,,No live offer,7,321,https://www.takealot.com/rhinestone-lingerie-set/PLID94767390,https://media.takealot.com/covers_images/b2167a7dc6dd4d4b964f4df8211637ef/s-pdpxl.file
100264970,Portable Bbq Fan Grill Turbo Air Blower For Fire Stove Blue Us Plug,,Home & Kitchen,928,Ships in 14 - 16 work days,Lead time (imported),6,1095,https://www.takealot.com/portable-bbq-fan-grill-turbo-air-blower-for-fire-stove-blue-us-p/PLID100264970,https://media.takealot.com/covers_images/72a5525cbcb948a7bb1e19e67a2933d9/s-pdpxl.file
94444287,Smte - Bar Stools / Kitchen Counter Breakfast Chairs - Set of Two-Black,,Home & Kitchen,4595,Ships in 5 - 7 work days,Lead time (imported),1,1106,https://www.takealot.com/smte-bar-stools-kitchen-counter-breakfast-chairs-set-of-two-blac/PLID94444287,https://media.takealot.com/covers_images/da8b44da1b3d4f4999cb6c4c15936bc2/s-pdpxl.file
99468391,"Ultrasonic Kid U-Shaped Electric Toothbrush, with 4 Brush Heads, Ages 6-14",,Beauty & Health,219,In stock,In stock (fast),7,1065,https://www.takealot.com/ultrasonic-kid-u-shaped-electric-toothbrush-with-4-brush-heads-a/PLID99468391,https://media.takealot.com/covers_images/9d40427eb0a64b21ba9ae7003f502e02/s-pdpxl.file
72933117,Tulip Velvet Single Seater Couch - Black,,General Merchandise,2543,Ships in 5 - 7 work days,Lead time (imported),4,472,https://www.takealot.com/tulip-velvet-single-seater-couch-black/PLID72933117,https://media.takealot.com/covers_images/393628fed49a442d951dc29ff54a8d19/s-pdpxl.file
99277471,"OKI Genuine 46507413 Yellow Image Drum (30,000 Pages) for OKI C712 Printers",OKI,Stationery & Office,2568,Ships in 5 - 7 work days,Lead time (imported),1,1565,https://www.takealot.com/oki-genuine-46507413-yellow-image-drum-30-000-pages-for-oki-c712/PLID99277471,https://media.takealot.com/covers_images/595c3d0541384cc5b529608b3600a611/s-pdpxl.file
73114933,Modern Minimalist Round Wooden Table Dining Set - White,,Home & Kitchen,2895,Ships in 5 - 7 work days,Lead time (imported),5,164,https://www.takealot.com/modern-minimalist-round-wooden-table-dining-set-white/PLID73114933,https://media.takealot.com/covers_images/fd039b5ae76a4da3ab164842fced12c6/s-pdpxl.file
100753063,Gold Plated Layered Waist Chain for Women,,Home & Kitchen,297,Ships in 14 - 16 work days,Lead time (imported),5,508,https://www.takealot.com/gold-plated-layered-waist-chain-for-women/PLID100753063,https://media.takealot.com/covers_images/a2468739b9944035ad8b412505d5bf95/s-pdpxl.file
101824682,Submersible Water Pump Brushless Ceramic DC24V Low Noise,,General Merchandise,926,Ships in 14 - 16 work days,Lead time (imported),5,576,https://www.takealot.com/submersible-water-pump-brushless-ceramic-dc24v-low-noise/PLID101824682,https://media.takealot.com/covers_images/82832bc51b50433bbc6de716c597c1a7/s-pdpxl.file
101973108,Insulated Screwdriver Set Magnetic Cross Slot Repair,,Tools & DIY,338,Ships in 14 - 16 work days,Lead time (imported),5,638,https://www.takealot.com/insulated-screwdriver-set-magnetic-cross-slot-repair/PLID101973108,https://media.takealot.com/covers_images/44ce2a53bf34456694e47db25dcce1a8/s-pdpxl.file
96386814,2 Pcs High Definition Passive Video Balun Cable Cord Transmitter,,Electronics,93,In stock,In stock (fast),5,2000,https://www.takealot.com/2-pcs-high-definition-passive-video-balun-cable-cord-transmitter/PLID96386814,https://media.takealot.com/covers_images/3ba427e5e2b64ef58fb67b1e9bc55554/s-pdpxl.file
93166386,Portable 4 Plate Gas Stove,,Home & Kitchen,389,In stock,In stock (fast),2,705,https://www.takealot.com/portable-4-plate-gas-stove/PLID93166386,https://media.takealot.com/covers_images/a8ca97b362d445799db7d8fd8c96ab8d/s-pdpxl.file
98959528,"Ubiquiti UniFi Access Door Hub Mini 2x Input, 1x Relay",Ubiquiti,General Merchandise,2607,Ships in 3 - 5 work days,Lead time (imported),5,879,https://www.takealot.com/ubiquiti-unifi-access-door-hub-mini-2x-input-1x-relay/PLID98959528,https://media.takealot.com/covers_images/0b16ce3e31ed4257a12ade408aa8093d/s-pdpxl.file
101552266,Simulated Appearance Key Hider Outdoor Yard Key Storage Box,,Home & Kitchen,329,Ships in 14 - 16 work days,Lead time (imported),5,622,https://www.takealot.com/simulated-appearance-key-hider-outdoor-yard-key-storage-box/PLID101552266,https://media.takealot.com/covers_images/ae6d9149d9bb48959d8635b24ce37f8f/s-pdpxl.file
101815664,"12-Slot Whiskey Glass Storage Box, Stackable Travel Case",,Home & Kitchen,806,Ships in 14 - 16 work days,Lead time (imported),9,659,https://www.takealot.com/12-slot-whiskey-glass-storage-box-stackable-travel-case/PLID101815664,https://media.takealot.com/covers_images/6493db76a6364099859e34f7178c4637/s-pdpxl.file
93448847,SMTE-Trolley 3 Piece Travel Luggage Spinner -Fabric,,General Merchandise,1298,,No live offer,18,1174,https://www.takealot.com/smte-trolley-3-piece-travel-luggage-spinner-fabric/PLID93448847,https://media.takealot.com/covers_images/9c10fdb400f244bfb13e6b2195044269/s-pdpxl.file
96911144,Silver Surgical Stainless Steel - 5 Set - 10 Pairs,,General Merchandise,339,In stock,In stock (fast),5,1923,https://www.takealot.com/silver-surgical-stainless-steel-5-set-10-pairs/PLID96911144,https://media.takealot.com/covers_images/6069a74cb060422c96e9c2b7c0865937/s-pdpxl.file
94738982,Jewelry Making Supplies Set Bracelet Making Beads Kit DIY Gift Girls,,General Merchandise,167,,No live offer,29,1534,https://www.takealot.com/jewelry-making-supplies-set-bracelet-making-beads-kit-diy-gift-g/PLID94738982,https://media.takealot.com/covers_images/fae19d3e34e840548335b751a57d8971/s-pdpxl.file
